materia,dim,antes,despues,evidencia
Animación Gráfica y Contenido Digital,DV4,3,2,"Boceto, storyboard y animatic implican creación de imagen aplicada dentro del proyecto (evidencia verificada en flujo de trabajo y actividades), pero la dimensión es 'fotografía, ilustración e imagen' como producto, y el producto central evaluado es la pieza de motion. El storyboard al 20% se evalúa"
Animación Gráfica y Contenido Digital,DV8,1,0,No aparece en el programa: no hay medios editoriales ni organización secuencial texto-imagen editorial.
Animación Gráfica y Contenido Digital,DV9,1,0,"No aparece en el programa: ninguna mención a datos, visualización de información o síntesis de sistemas."
Animación Gráfica y Contenido Digital,DV10,3,1,"La única mención de interacción es conceptual ('Diferencia entre motion graphics, animación 2D, video y contenido digital interactivo') más herramientas ('Figma con motion, herramientas web'). No se diseñan interfaces, comportamientos ni experiencias; producir contenido PARA plataformas no es diseño"
Animación Gráfica y Contenido Digital,DV12,3,2,"Evidencia verificada: libro de proceso, registro de iteraciones, investigación de referentes e 'Iteración y refinamiento con base en retroalimentación'. Es el caso más discutible (el 'Storyboard y animatic documentados' pesa 20% y el análisis de referentes 15%), pero el libro de proceso no figura co"
Animación Gráfica y Contenido Digital,DV14,3,2,"La unidad 'Práctica integradora y dirección de pieza' existe y el alumno define y defiende el lenguaje de su propia pieza (aplicación clara), pero la defensa evaluada en el 45% es 'narrativo-técnica' (argumentación, DV15) y la dirección de arte no aparece en el fin de aprendizaje como resultado cent"
Animación Gráfica y Contenido Digital,NC1,2,0,"Verificado: en todo el programa no hay estudio de públicos, necesidades, hábitos ni motivaciones. 'Tendencias de motion en redes sociales' es tendencia de formato/estilo, no comprensión de audiencias; la adaptación es a plataformas técnicas (proporciones, specs), no a públicos. 0 correcto."
Animación Gráfica y Contenido Digital,NC2,2,0,Verificado: la conceptualización parte 'a partir de un brief' dado; en ningún punto el alumno detecta problemas u oportunidades donde el diseño produzca valor. 0 correcto.
Animación Gráfica y Contenido Digital,NC3,2,0,"Verificado: no se define beneficio ni pertinencia de una oferta creativa. La 'defensa con argumentos estratégicos' justifica decisiones de la pieza (DV15), no formula una propuesta de valor. 0 correcto."
Animación Gráfica y Contenido Digital,NC4,3,0,"Verificado: 'Analizar piezas de motion design de marcas nacionales e internacionales identificando narrativa, técnica, ritmo y adaptación' es análisis de referentes; nunca se trabaja el lugar de una propuesta frente a alternativas o competidores. El 3 original era claramente insostenible. 0 correcto"
Animación Gráfica y Contenido Digital,NC5,2,0,"Verificado: la única retroalimentación es 'del docente y los pares' — crítica de taller, no comprobación de pertinencia, deseabilidad o adopción con usuarios reales. 0 correcto."
Animación Gráfica y Contenido Digital,NC6,3,0,"Defendible: la pieza final es un entregable de diseño (materialización técnica, ya cubierta en DV13), no la transformación de una idea en una oferta implementable de producto/servicio/experiencia en sentido de negocio. Contarla aquí duplicaría DV13 y vaciaría la dimensión. 0 correcto."
Animación Gráfica y Contenido Digital,NC7,2,0,"Verificado: cero menciones a creación, entrega o captura de valor, monetización o modelos de negocio en objetivos, contenidos o evidencias. 0 correcto."
Animación Gráfica y Contenido Digital,NC8,2,0,"Verificado: 'marca' aparece solo como comunicación de marca (estrategias, sistemas de motion, animación de logotipo); ninguna mención a protección o aprovechamiento legal de marcas, obras o contenidos. 0 correcto."
Animación Gráfica y Contenido Digital,NC9,3,2,"Evidencia verificada: flujo idea-boceto-animación-render-exportación, planeación previa y documentación de entregables con estándares profesionales — organización de procesos aplicada. No hay gestión de recursos, proveedores ni tiempos como contenido, y lo evaluado centralmente es la pieza, no la or"
Animación Gráfica y Contenido Digital,NC10,3,2,"REFUTADO: 1 subestima. La adaptación a canales no solo se introduce, se aplica y hasta se evalúa: el fin de aprendizaje pide 'piezas adaptadas a distintas plataformas y formatos', la actividad independiente exige 'Producir piezas finales conforme a las especificaciones de cada plataforma' y el crite"
Animación Gráfica y Contenido Digital,NC11,2,0,"Verificado: ninguna mención a viabilidad, costos, operación o sostenibilidad en todo el programa. 0 correcto."
Animación Gráfica y Contenido Digital,NC12,3,1,"Defendible: el brief dado, la presentación de avances y los entregables documentados introducen la práctica profesional con cliente, pero la dimensión (coordinación de alcance, equipos, clientes, riesgos, planeación) nunca es contenido ni se practica explícitamente; el brief se recibe, no se negocia"
Inteligencia Artificial Aplicada al Diseño Visual,DV2,2,0,"Refutación fallida: ni composición ni organización espacial/estructural aparecen en fines, contenidos, actividades o evaluación. Que toda propuesta visual implique componer es inferencia, no evidencia textual; la escala exige aparición en objetivos/contenidos/evidencias. 0 es defendible."
Inteligencia Artificial Aplicada al Diseño Visual,DV3,1,0,No aparece en el programa: no hay mención de tipografía (los 'sistemas generativos de texto' son otra cosa).
Inteligencia Artificial Aplicada al Diseño Visual,DV5,3,2,"La evidencia existe (ejercicios de formulación de instrucciones y 'articular la intención' en la unidad de dirección de sistemas). Es aplicación dentro de ejercicios, pero el fin de aprendizaje y los criterios de evaluación se centran en integrar IA, no en construir conceptos que articulen intención"
Inteligencia Artificial Aplicada al Diseño Visual,DV6,3,0,"Confirmado por grep: 'público(s)', 'audiencia' y 'mensaje' no aparecen en el programa. Las propuestas visuales nunca se formulan para públicos o contextos específicos; 'comunicarse con los sistemas' es prompting, no comunicación visual. El 3 original era insostenible; 0 correcto."
Inteligencia Artificial Aplicada al Diseño Visual,DV7,2,0,"No hay identidad visual, marca ni lenguajes de reconocimiento en ninguna sección. 'Propiedad intelectual' (unidad de ética) es tema legal, no construcción de identidades. 0 correcto."
Inteligencia Artificial Aplicada al Diseño Visual,DV8,1,0,No aparece en el programa: nada de diseño editorial ni organización secuencial de textos e imágenes.
Inteligencia Artificial Aplicada al Diseño Visual,DV9,2,0,"No hay visualización de datos ni síntesis de información. El único 'datos' del programa es 'origen de los datos' (ética de entrenamiento de IA). Documentar el proceso es registro textual, no representación visual de información. 0 correcto."
Inteligencia Artificial Aplicada al Diseño Visual,DV10,3,0,"Usar herramientas digitales de IA no es diseñar interfaces, comportamientos ni experiencias digitales; los tipos de sistemas generativos (imagen, texto, audio, video, 3D) son medios de salida, no diseño de interacción. Ningún contenido lo aborda. 0 correcto."
Inteligencia Artificial Aplicada al Diseño Visual,DV11,3,2,"La evidencia existe: 'Aplicación de la IA en el desarrollo de sistemas visuales' es un punto de la unidad 4, es decir aplicación explícita. No es resultado central: el fin de aprendizaje habla de 'propuestas visuales' genéricas y ningún criterio de evaluación nombra sistemas visuales. 2 correcto."
Inteligencia Artificial Aplicada al Diseño Visual,DV13,3,2,"Se genera y transforma imagen en talleres con registro de iteraciones (aplicación real), pero el producto central evaluable es la integración de IA al proceso y la propuesta final con reflexiones, no pruebas, maquetas o prototipos como materialización técnica. 2 correcto."
Inteligencia Artificial Aplicada al Diseño Visual,DV14,2,3,"La subida es defendible: 'dirección de propuestas visuales' está en el fin de aprendizaje, existe la unidad completa 'Dirección de sistemas generativos' (articular intención, iteración, refinamiento y control de resultados) y los talleres de 'generación, dirección y refinamiento' se evalúan (20% tal"
Inteligencia Artificial Aplicada al Diseño Visual,NC1,2,0,"No hay estudio de necesidades, hábitos ni motivaciones de públicos en ninguna parte del programa; la única retroalimentación es docente-pares. 0 correcto."
Inteligencia Artificial Aplicada al Diseño Visual,NC2,3,0,"'Cuándo, cómo y por qué emplearlas' es criterio de selección de herramienta dentro del proceso de diseño, no detección de problemas o espacios donde el diseño produce valor. 'Impacto en la industria' y 'tendencias' son panorama, no identificación de oportunidades. 0 correcto."
Inteligencia Artificial Aplicada al Diseño Visual,NC3,3,0,"La 'propuesta final' es una propuesta de diseño; en ningún momento se define beneficio, pertinencia u oferta creativa para alguien. No hay propuesta de valor. 0 correcto."
Inteligencia Artificial Aplicada al Diseño Visual,NC4,2,0,"Confirmado: 'competidor', 'posicionamiento', 'alternativas' no aparecen. 0 correcto."
Inteligencia Artificial Aplicada al Diseño Visual,NC5,3,0,"La retroalimentación es explícitamente 'entre el docente y los pares'; nunca se comprueba pertinencia, deseabilidad o adopción con usuarios reales. El 3 original era insostenible. 0 correcto."
Inteligencia Artificial Aplicada al Diseño Visual,NC6,3,0,"El proyecto integrador integra 'resultados, proceso y reflexiones' sobre el uso de IA en el proceso creativo; no transforma una idea en oferta implementable (producto, servicio o experiencia). 0 correcto."
Inteligencia Artificial Aplicada al Diseño Visual,NC7,2,0,"No existe mención alguna de modelo de negocio, creación, entrega o captura de valor. 0 correcto."
Inteligencia Artificial Aplicada al Diseño Visual,NC9,3,0,"Los 'ejercicios de flujo de trabajo y documentación del proceso' (30%) son proceso de diseño iterativo (DV12); no hay organización de recursos, proveedores, tiempos ni procesos de ejecución productiva. Contarlo como NC9 duplicaría dimensiones. 0 correcto."
Inteligencia Artificial Aplicada al Diseño Visual,NC10,2,0,"No hay canales, promoción, venta ni distribución en el programa (grep sin resultados). 0 correcto."
Inteligencia Artificial Aplicada al Diseño Visual,NC11,3,0,"Falso amigo bien detectado: 'transparencia, responsabilidad y sostenibilidad en el uso profesional' es ética del uso de IA, no capacidad de una iniciativa creativa de operar y sostenerse bajo condiciones reales. Constructo distinto; 0 correcto."
Inteligencia Artificial Aplicada al Diseño Visual,NC12,2,0,"Desarrollar, documentar y presentar el proyecto propio es exigencia genérica de cualquier curso; no hay coordinación de alcance, equipos, clientes, riesgos ni entregables con terceros. 0 correcto."
De la Idea Gráfica al Mercado,DV1,2,0,"Verificado: ni forma, color, contraste, escala, ritmo ni jerarquía aparecen en el programa. El único rastro visual ('Diseño visual del pitch deck') es un tema de comunicación de un entregable, no instrucción en lenguaje visual; los elementos propios de DV1 no aparecen en objetivos, contenidos ni evi"
De la Idea Gráfica al Mercado,DV2,2,0,"'Estructura narrativa de un pitch profesional' existe (contenido) pero es estructura discursiva, no organización espacial de elementos visuales. Ningún contenido, actividad ni criterio trabaja composición. 0 correcto."
De la Idea Gráfica al Mercado,DV3,2,0,"No hay ninguna mención de tipografía, sistemas tipográficos ni selección/composición de tipos en todo el programa. 0 correcto."
De la Idea Gráfica al Mercado,DV4,2,0,"No hay fotografía, ilustración ni tratamiento de imagen en contenidos, actividades ni evaluación. 0 correcto."
De la Idea Gráfica al Mercado,DV5,3,0,"La ideación del programa es de negocio: 'problema, segmento de cliente y propuesta de valor' (actividad 1), hipótesis de negocio, oportunidad de mercado. Nada enseña ni evalúa construcción de conceptos gráficos que articulen intención-forma-contenido; eso corresponde a NC2/NC3, no a DV5. Pese al tít"
De la Idea Gráfica al Mercado,DV6,3,2,"REFUTADO. 'Diseño visual del pitch deck' es contenido explícito, la actividad obligatoria 'Presentar un pitch final ante panel' implica necesariamente producir el deck, y el pitch pesa 20% de la evaluación. Formular un mensaje visual para un público específico (el panel) dentro del proyecto final es"
De la Idea Gráfica al Mercado,DV7,3,1,"La evidencia existe: 'Construcción de identidad profesional del diseñador', 'Estrategia de marca personal' (actividad, 10%). Pero es posicionamiento profesional (visibilidad, reputación, portafolio como herramienta de negocio), no construcción de identidad visual ni lenguajes de reconocimiento. Intr"
De la Idea Gráfica al Mercado,DV8,2,0,No hay diseño editorial ni organización secuencial de textos e imágenes en ningún punto del programa. 0 correcto.
De la Idea Gráfica al Mercado,DV9,2,0,"'Argumentación con datos y evidencia de validación' existe (contenido del pitch) pero es retórica argumentativa; el programa nunca menciona síntesis, representación ni visualización de datos. Inferir gráficas en el deck sería especulación. 0 defendible."
De la Idea Gráfica al Mercado,DV10,2,0,"'Comunicación profesional en plataformas y redes' es uso de plataformas para visibilidad y 'analizar plataformas del ecosistema emprendedor' es análisis de actores; ninguna implica diseñar interfaces, comportamientos o experiencias digitales. El MVP no se especifica como producto digital. 0 correcto"
De la Idea Gráfica al Mercado,DV11,3,0,"No hay creación de reglas visuales consistentes, adaptables o escalables en ningún contenido, actividad ni criterio. 0 correcto."
De la Idea Gráfica al Mercado,DV12,3,2,"La evidencia existe y es fuerte (iteración de validación con usuarios reales, bitácora reflexiva dentro del 25%), pero el proceso iterativo es validación lean-startup de hipótesis de negocio (mapea a NC5 como central); el proceso de diseño del artefacto se ejerce como vehículo dentro del proyecto, n"
De la Idea Gráfica al Mercado,DV13,3,2,"'Construcción de MVP para servicios y productos creativos' es prototipado real y evaluado (dentro del 25% con la bitácora), pero el MVP se evalúa como instrumento de validación, no por su materialización técnica, pruebas o calidad de manufactura. Aplicado dentro del proyecto = 2, defendible."
De la Idea Gráfica al Mercado,DV14,3,0,No hay definición ni supervisión de lenguaje visual de proyecto (dirección de arte) en ningún punto del programa. 0 correcto.
De la Idea Gráfica al Mercado,DV15,3,0,"'Presentación y defensa ante panel' y 'argumentación con datos' defienden la propuesta de negocio y su validación; la bitácora reflexiona sobre hipótesis y aprendizajes del emprendimiento. Ningún contenido ni criterio pide justificar, criticar o evaluar decisiones de diseño. 0 defendible."
De la Idea Gráfica al Mercado,NC8,3,1,"Verificado: 'licenciamiento' aparece solo como opción de monetización y 'aspectos legales básicos' como subtema de formalización; no hay actividad ni criterio sobre protección o aprovechamiento de PI (registro de marca, derechos de autor). Mención introductoria = 1, correcto."
De la Idea Gráfica al Mercado,NC9,3,1,"El 'BMC completo' incluye nominalmente recursos/actividades/socios clave, pero el programa especifica que lo que integra es 'monetización, costos básicos y propuesta de precio'; ninguna actividad organiza proveedores, tiempos ni procesos de ejecución (el MVP es deliberadamente mínimo y su implementa"
De la Idea Gráfica al Mercado,NC10,3,2,"'Comunicación profesional en plataformas y redes' y 'Estrategia de visibilidad y reputación' se aplican dentro de la estrategia de marca personal vinculada al emprendimiento (actividad, 10%); canales solo como bloque del BMC. El fin de aprendizaje centra monetización, no comercialización/distribució"
De la Idea Gráfica al Mercado,NC12,3,0,"'Modelos profesionales: empleado, freelance, estudio, emprendedor' describe formas de ejercicio, no gestión. No hay contenido, actividad ni criterio sobre coordinación de alcance, recursos, equipos, clientes, riesgos o entregables; las entrevistas con 'clientes potenciales' son validación (NC5). 0 d"
